match_id,player_slot,radiant_win,win,duration,game_mode,lobby_type,hero_id,start_time,kills,deaths,assists,gold_per_min,xp_per_min,last_hits,denies,hero_damage,tower_damage,hero_healing,level,net_worth,obs_placed,sen_placed,kda_ratio,cs_per_min,denies_per_min,average_rank,leaver_status,party_size,hero_variant
8261526627,2,1,1,1574,4,0,1,2025-04-19 23:29:56,7,4,2,606,634,236,9,11056,4482,0,17,14771,0,0,2.25,8.996188055908513,0.34307496823379924,43,0,0,2
8261321705,3,1,1,2252,4,0,2,2025-04-19 19:34:36,6,11,25,390,458,45,1,18057,811,0,17,13437,0,0,2.8181818181818183,1.1989342806394316,0.026642984014209593,41,0,0,2
8261267600,130,1,0,2184,4,0,28,2025-04-19 18:49:36,5,15,13,394,606,115,3,13223,0,0,20,13029,0,0,1.2,3.1593406593406597,0.08241758241758242,32,0,0,1
8260146128,2,1,1,3248,4,0,53,2025-04-19 01:00:51,3,20,29,487,577,262,0,26787,9570,443,23,20952,0,0,1.6,4.8399014778325125,0.0,41,0,0,1
8258725236,131,0,1,3087,22,7,1,2025-04-17 22:13:51,12,7,18,643,1034,381,7,31982,2291,0,28,27232,0,0,4.285714285714286,7.405247813411078,0.13605442176870747,41,0,0,2
8258700919,3,0,0,1895,22,7,1,2025-04-17 21:36:56,2,8,4,410,530,176,12,4350,671,0,17,12212,0,0,0.75,5.572559366754618,0.3799472295514512,35,0,0,2
8257679693,128,1,0,2844,22,7,1,2025-04-17 03:45:01,7,12,7,525,774,321,8,19461,2104,0,25,21478,0,0,1.1666666666666667,6.772151898734178,0.16877637130801687,43,0,0,2
8257654633,0,1,1,2326,22,7,1,2025-04-17 02:58:31,0,9,10,417,607,178,1,8405,5069,0,20,15651,0,0,1.1111111111111112,4.591573516766982,0.025795356835769563,34,0,0,2
8255336953,4,0,0,2157,22,7,62,2025-04-15 03:33:10,1,14,14,393,422,70,4,6850,0,195,16,10675,0,0,1.0714285714285714,1.9471488178025034,0.11126564673157162,45,0,0,2
8254220136,0,1,1,2713,22,7,1,2025-04-14 05:28:15,11,6,19,713,1007,413,21,36970,8899,0,27,26611,0,0,5.0,9.13380022115739,0.46443051971986726,31,0,0,2
8253849347,128,0,1,1918,22,7,8,2025-04-13 19:15:35,8,2,6,716,723,316,27,25445,16394,7874,20,22424,0,0,7.0,9.885297184567259,0.8446298227320126,31,0,0,2
8249833935,128,0,1,2829,22,7,33,2025-04-11 00:52:32,3,11,26,380,661,134,1,39780,2152,0,23,16359,0,0,2.6363636363636362,2.8419936373276777,0.021208907741251327,43,0,0,1
8247562328,131,0,1,1750,22,7,41,2025-04-09 04:12:06,6,2,18,630,777,207,24,18465,7359,0,20,18044,0,0,12.0,7.097142857142857,0.8228571428571428,31,0,0,2
8240979209,3,0,0,1901,22,7,145,2025-04-04 03:07:49,0,17,10,296,319,71,4,14446,0,0,13,7264,0,0,0.5882352941176471,2.2409258285113096,0.1262493424513414,45,0,0,1
8240958545,131,1,0,1662,22,7,105,2025-04-04 02:31:53,0,14,6,276,200,53,0,6139,0,0,9,5998,0,0,0.42857142857142855,1.9133574007220218,0.0,51,0,0,3
8240646389,128,0,1,1711,22,7,44,2025-04-03 18:45:03,16,1,11,773,795,252,18,23434,9918,0,20,21979,0,0,27.0,8.836937463471655,0.6312098188194039,24,0,0,3
8240579677,1,1,1,2294,4,0,46,2025-04-03 17:47:58,8,3,12,757,1120,396,19,34983,10651,0,26,28303,0,0,6.666666666666667,10.35745422842197,0.49694856146469046,34,0,0,1
8239892565,132,0,1,2665,4,0,28,2025-04-03 06:57:59,18,7,18,666,931,253,11,32920,3073,0,26,24924,0,0,5.142857142857143,5.696060037523452,0.2476547842401501,32,0,0,1
8239800432,0,0,0,4025,4,0,40,2025-04-03 04:10:37,7,18,23,418,655,193,1,50086,2657,10227,27,22072,0,0,1.6666666666666667,2.8770186335403727,0.014906832298136647,45,0,0,1
8239771393,128,1,0,2492,4,0,58,2025-04-03 03:14:38,11,13,15,388,585,79,1,21339,1936,3714,21,15062,0,0,2.0,1.9020866773675764,0.024077046548956663,43,0,0,1
8239664756,132,0,1,2602,4,0,21,2025-04-02 23:30:18,15,5,17,579,846,203,17,43386,3129,0,25,22720,0,0,6.4,4.681014604150653,0.3920061491160646,25,0,0,4
8239620560,3,0,0,3389,4,0,31,2025-04-02 22:02:57,19,9,33,608,1024,207,5,48462,1345,0,29,30146,0,0,5.777777777777778,3.6647978754794925,0.08852168781351431,31,0,0,1
8238592830,4,1,1,2509,22,7,89,2025-04-02 02:39:18,9,3,14,728,985,433,12,38850,6773,0,26,28392,0,0,7.666666666666667,10.354722997210043,0.2869669190912714,31,0,0,1
8238567625,0,1,1,1764,22,7,1,2025-04-02 01:48:58,19,1,9,927,1274,354,42,30075,13837,0,25,26908,0,0,28.0,12.040816326530614,1.4285714285714286,24,0,0,2
8238410556,130,1,0,1994,22,7,109,2025-04-01 20:54:51,2,4,2,525,619,326,11,26931,1511,0,19,16506,0,0,1.0,9.809428284854564,0.3309929789368104,25,0,0,1
8238365354,131,0,1,2319,4,0,126,2025-04-01 20:02:06,21,2,19,755,1105,217,31,34157,8703,106,26,27983,0,0,20.0,5.614489003880983,0.8020698576972833,31,0,0,1
8237510285,129,0,1,2192,4,0,54,2025-04-01 06:09:25,10,3,11,713,1142,298,33,42664,8181,1384,26,25109,0,0,7.0,8.156934306569344,0.9032846715328468,31,0,0,4
8236220827,2,0,0,2676,4,0,7,2025-03-31 04:06:21,3,15,22,387,566,165,0,37801,254,0,21,14848,0,0,1.6666666666666667,3.6995515695067263,0.0,51,0,0,2
8236200939,131,1,0,1625,4,0,119,2025-03-31 03:27:42,5,7,9,386,556,38,2,17421,0,0,16,8996,0,0,2.0,1.403076923076923,0.07384615384615385,34,0,0,1
8235891193,128,1,0,592,22,7,70,2025-03-30 19:33:52,0,5,1,180,101,14,4,2142,0,0,3,1490,0,0,0.2,1.4189189189189189,0.4054054054054054,24,3,0,1
